time	current	voltage
152	25.879921	-67.5128671769
153	60.29395	-67.4104399225
154	81.707032	-67.2659478374
155	27.877129	-67.2301698822
156	-20.525462	-67.2914631272
157	50.548111	-67.2101804171
158	92.276301	-67.0460331144
159	100.42234	-66.866762295
160	54.43364	-66.7807197452
161	-37.581251	-66.8793010346
162	-12.047323	-66.9261450054
163	-70.611771	-67.0898010505
164	-53.132502	-67.2173643462
165	-28.437116	-67.2946425782
166	-13.171046	-67.3408460133
167	-10.701046	-67.3817879075
168	-23.558285	-67.4481598485
169	0.42193995	-67.4661008789
170	-68.309201	-67.6213860563
171	-99.883296	-67.8386887842
172	-43.188851	-67.9409872497
173	36.166515	-67.8838128223
174	-5.8219189	-67.9110702414
175	-2.6944124	-67.9318824846
176	-48.59571	-68.0443561853
177	-10.859467	-68.0805103985
178	46.680134	-68.0013246678
179	39.685867	-67.9367592448
180	57.107867	-67.8378641733
181	44.453744	-67.7650485133
182	-33.302891	-67.8483128376
183	-58.240061	-67.9808379125
184	11.051016	-67.973785326
185	-33.02095	-68.0549489784
186	-68.524797	-68.206512453
187	13.516068	-68.1928313926
188	38.312871	-68.129684561
189	16.075063	-68.111527296
190	-73.666878	-68.2730147415
191	-172.18572	-68.6302926806
192	-139.74098	-68.9198323651
193	-84.838091	-69.0971967817
194	21.226685	-69.0609625453
195	-26.260135	-69.1200395499
196	6.0955377	-69.1139322314
197	23.258254	-69.0735812394
198	-37.579791	-69.1552789071
199	-0.35848432	-69.1618667719
200	12.621846	-69.1424671515
201	-18.287813	-69.1850820236
202	-41.782592	-69.2743508294
203	-89.349747	-69.4580151569
204	-82.103429	-69.6256183408
205	-44.908599	-69.7173834136
206	-65.490434	-69.8495264969
207	-51.402736	-69.9523379591
208	-59.920095	-70.0712845689
209	-65.9979	-70.2013316525
210	-72.532305	-70.3432797062
211	11.968951	-70.3149340966
212	22.927522	-70.2649781893
213	35.267926	-70.1908495897
214	15.216229	-70.1575550076
215	-19.151337	-70.1933424444
216	31.056103	-70.1284188975
217	82.826888	-69.9605935013
218	90.195021	-69.7796118479
219	69.62239	-69.6414511255
220	5.4314693	-69.6329408278
221	-22.053023	-69.679504586
222	-26.339583	-69.7342552513
223	-72.925918	-69.8817176455
224	-93.449487	-70.0689255536
225	-80.618606	-70.2287896939
226	-67.070318	-70.3601069939
227	46.209239	-70.2636673031
228	95.276564	-70.0700351313
229	81.235015	-69.9063196268
230	61.398945	-69.7838078595
231	8.4176576	-69.7683977997
232	-0.41796083	-69.7708258367
233	-23.380859	-69.8191855136
234	-8.992767	-69.8383603726
235	-34.86155	-69.9091272298
236	-70.272546	-70.0501016018
237	-63.331429	-70.1759316523
238	-88.232115	-70.3504286761
239	-172.89789	-70.6926545233
240	-187.08056	-71.0600094239
241	-193.36396	-71.4363627111
242	-210.70661	-71.8436456813
243	-194.77541	-72.2148854144
244	-191.58026	-72.5758260245
245	-165.96787	-72.8816495527
246	-119.42746	-73.0910310453
247	-254.27419	-73.5677856956
248	-263.66282	-74.0578409499
249	-204.28447	-74.4233392274
250	-197.07078	-74.7699908484
251	-185.97816	-75.090182262
252	-193.49081	-75.4213807496
253	-234.54114	-75.830444523
254	-247.0715	-76.2592108564
255	-229.0303	-76.6461464468
256	-308.97251	-77.1876754622
257	-241.30032	-77.5862377703
258	-242.97803	-77.9824379486
259	-240.03639	-78.3669596221
260	-268.66464	-78.8030095943
261	-163.62946	-79.0223509978
262	-140.34599	-79.1917917106
263	-180.46695	-79.4389018594
264	-121.49661	-79.5642300338
265	-124.09697	-79.6928518828
266	-115.04761	-79.8014029161
267	-50.260202	-79.7787237143
268	-70.648216	-79.7973084974
269	-1.1009617	-79.676610113
270	41.807024	-79.4721798838
271	46.731458	-79.2613243752
272	102.31661	-78.9427904754
273	110.86174	-78.6123207468
274	32.997021	-78.4428405098
275	41.995461	-78.2580733909
276	68.500125	-78.0232157788
277	10.426403	-77.9081515684
278	11.929807	-77.7918933464
279	-112.16103	-77.9256353383
280	-48.250776	-77.929638517
281	-161.94313	-78.1610469222
282	-183.42692	-78.4320133113
283	-201.0962	-78.7342639099
284	-238.31994	-79.1063686614
285	-253.96778	-79.5040052111
286	-289.4412	-79.9663141656
287	-202.85649	-80.2480017654
288	-241.7176	-80.6028344756
289	-221.85669	-80.9120737122
290	-255.99274	-81.2844080166
291	-253.76591	-81.6459437055
292	-190.92741	-81.8755500431
293	-97.742795	-81.9148084194
294	-117.75986	-81.9935091335
295	-108.74552	-82.0528788149
296	-101.96645	-82.0977315163
297	-96.720248	-82.1313918875
298	-17.153671	-82.0054192607
299	-32.974089	-81.913466463
300	-34.025651	-81.8253721651
301	-122.62903	-81.9161625413
302	-98.47494	-81.9571205914
303	-157.59241	-82.1156786179
304	-127.33349	-82.2109621306
305	-99.422756	-82.248798711
306	-157.02395	-82.4012501253
307	-152.22091	-82.5414159729
308	-198.62523	-82.7719202477
309	-187.35303	-82.9757230553
310	-201.35505	-83.2038347255
311	-226.41166	-83.4778765429
312	-180.47321	-83.6549464298
313	-161.4452	-83.7906770449
314	-141.73555	-83.8844811281
315	-116.25891	-83.9256239705
316	-110.10944	-83.9537756255
317	-77.712724	-83.9166917614
318	-139.10268	-84.0032105884
319	-125.16108	-84.060267229
320	-134.371	-84.1347335674
321	-101.3017	-84.1417078075
322	-55.921228	-84.0578845577
323	0.37450029	-83.8632050409
324	-53.026811	-83.7792055804
325	-62.411445	-83.7156909705
326	-29.062729	-83.5867930465
327	-112.23	-83.626792364
328	-89.370646	-83.6203921895
329	-29.692502	-83.4948434041
330	-14.798291	-83.3419911949
331	6.3221116	-83.1498871314
332	-48.228245	-83.0705922109
333	-94.946091	-83.0862983118
334	-121.84742	-83.1555848989
335	-93.10777	-83.166160971
336	-53.670073	-83.097733936
337	-2.0783656	-82.927481398
338	12.905573	-82.7305178568
339	71.824027	-82.4194449051
340	100.16681	-82.0574740308
341	-28.678114	-81.9598233933
342	-98.149691	-82.0029252294
343	-39.59968	-81.9282032037
344	-38.912657	-81.8534992195
345	-59.820337	-81.8219965256
346	-115.3426	-81.9021479298
347	-66.459435	-81.883145401
348	-75.551366	-81.8827126545
349	-64.791609	-81.8608127855
350	-83.184353	-81.8761339745
351	-81.195071	-81.8872453048
352	-104.10839	-81.944026532
353	-7.5801895	-81.8067752216
354	-5.7333219	-81.6683270399
355	-65.64606	-81.6522062191
356	-51.150019	-81.6074157235
357	-33.06266	-81.5272793809
358	26.786027	-81.3288956034
359	20.598998	-81.1464027139
360	108.3232	-80.7916706485
361	115.17163	-80.4293790781
362	61.910346	-80.1797775303
363	1.2169089	-80.0557579985
364	17.379449	-79.9014861715
365	43.448444	-79.6976336326
366	34.462392	-79.5150993895
367	-43.342275	-79.4911430569
368	-65.699009	-79.5122915434
369	-106.9732	-79.6156507049
370	-100.91096	-79.7052152645
371	-103.00827	-79.7975221368
372	-44.055555	-79.7704211132
373	8.4727067	-79.6387124524
374	60.017183	-79.4060661701
375	-4.6820005	-79.3065814823
376	-17.931751	-79.2351920264
377	19.040774	-79.0909965828
378	51.190713	-78.8847910476
379	21.823048	-78.740568004
380	30.19539	-78.5818487023
381	17.526446	-78.4509228581
382	9.8495136	-78.3373587858
383	-49.737237	-78.344696386
384	-62.341444	-78.3771153787
385	-74.764425	-78.4338690809
386	-92.458359	-78.525125136
387	-59.585402	-78.5492158786
388	-61.77775	-78.5773058699
389	-105.70636	-78.6928053953
390	-93.466272	-78.7820198335
391	-87.307648	-78.8575142111
392	-118.93421	-78.9950689569
393	-140.03104	-79.1726433984
394	-128.57438	-79.324482001
395	-208.16752	-79.6330754313
396	-149.33496	-79.819019448
397	-162.81033	-80.0288778144
398	-90.411131	-80.0904825606
399	-65.956973	-80.1021596037
400	-34.995814	-80.0517216178
401	-44.787864	-80.0217041814
402	-43.377508	-79.9893622409
403	-62.358872	-79.9955162086
404	-62.150317	-80.0011496804
405	-32.700733	-79.9477888592
406	-26.406336	-79.8827170198
407	-65.18035	-79.8962603436
408	-49.507685	-79.8782312798
409	-69.408362	-79.9002951035
410	-88.427042	-79.960028466
411	-25.771537	-79.8934621078
412	-27.359447	-79.8311622397
413	-39.308143	-79.7937761469
414	94.700537	-79.4889777554
415	62.956296	-79.2526130089
416	50.75263	-79.0444378994
417	50.138314	-78.8407842673
418	38.414026	-78.6637667887
419	-38.172048	-78.6426625639
420	-77.907306	-78.7013343723
421	-40.380056	-78.6840174914
422	-42.476162	-78.6711401548
423	-49.124431	-78.6717371323
424	-111.96697	-78.7979872339
425	-146.59335	-78.9914997106
426	-121.84912	-79.1324636525
427	-167.88872	-79.3632565688
428	-165.21104	-79.5849922821
429	-184.90714	-79.8425285017
430	-203.41068	-80.1328597067
431	-217.81765	-80.4472023537
432	-155.74544	-80.6321350073
433	-133.8788	-80.7702027844
434	-120.88082	-80.8799208684
435	-143.33517	-81.0326678865
436	-117.64111	-81.1313965018
437	-130.92736	-81.2549895387
438	-123.1979	-81.3609758188
439	-151.40112	-81.5215189239
440	-125.8291	-81.6281000696
441	-132.51483	-81.7461739121
442	-139.88601	-81.8768992689
443	-169.35967	-82.0642454156
444	-114.10344	-82.1377213262
445	-96.705158	-82.1750827237
446	1.9389959	-82.0144887651
447	67.483273	-81.7257143365
448	13.639765	-81.5497989291
449	80.966546	-81.2423493777
450	65.221321	-80.9717829762
451	-17.43073	-80.8712050763
452	-51.461921	-80.8404113759
453	-23.315556	-80.7538441284
454	1.694459	-80.6187276908
455	-21.194566	-80.5316779644
456	-1.544125	-80.4067890478
457	49.290176	-80.1823230505
458	34.381533	-79.991414051
459	11.477215	-79.8494600194
460	-46.257469	-79.8252903501
461	-4.7325058	-79.7184442485
462	5.2339233	-79.5933885954
463	7.0133837	-79.4667829207
464	50.509961	-79.255204887
465	54.315328	-79.0393829192
466	37.141862	-78.8613063375
467	54.645407	-78.6509930972
468	20.939537	-78.5113374071
469	-74.920167	-78.5655242456
470	-40.442516	-78.5498798985
471	-89.531087	-78.6326158567
472	-29.953312	-78.5948767763
473	-18.052943	-78.5338838716
474	33.471061	-78.3707475357
475	112.62674	-78.051769346
476	78.468114	-77.8059159485
477	94.938167	-77.5307638459
478	101.28815	-77.2469370314
479	127.72014	-76.914338556
480	197.68096	-76.4465442067
481	215.97102	-75.9486970636
482	206.51501	-75.476530575
483	188.38114	-75.0468744523
484	140.6115	-74.7182847072
485	121.81008	-74.4314115909
486	117.61189	-74.1564483656
487	140.90409	-73.8382054819
488	117.38339	-73.5707700971
489	115.59126	-73.3100094137
490	66.747011	-73.1498952372
491	54.404134	-73.01622053
492	-23.081656	-73.0389503448
493	2.2662125	-73.0106291466
494	-0.02840535	-72.9871243864
495	33.519116	-72.8966968038
496	3.6257985	-72.866985704
497	2.9032721	-72.8389598965
498	152.96401	-72.5110335546
499	125.16692	-72.2422580552
500	126.00935	-71.9746337826
501	135.36253	-71.691071567
502	137.5043	-71.4061053065
503	129.5574	-71.1398651117
504	94.545511	-70.9462315844
505	67.585215	-70.8083329731
506	98.76336	-70.6093204891
507	113.10379	-70.3834439613
508	161.64573	-70.0625240236
509	187.98779	-69.6918004181
510	167.90435	-69.3644920354
511	159.97814	-69.0558030493
512	185.85484	-68.6978885102
513	148.28732	-68.4179695298
514	206.16435	-68.0244375819
515	171.41647	-67.7033644533
516	119.88589	-67.4876581766
517	107.88642	-67.297410678
518	87.030378	-67.1501169897
519	33.025635	-67.1117437007
520	61.861679	-67.0158295464
521	89.496654	-66.8651790864
522	69.692994	-66.755039933
523	55.862233	-66.6731748297
524	124.28903	-66.4548698669
525	133.53221	-66.2193902925
526	158.43394	-65.9354926537
527	189.40192	-65.5913025753
528	246.84994	-65.1341577615
529	239.35181	-64.6944975931
530	240.40324	-64.2549735038
531	259.05911	-63.7802303349
532	231.97661	-63.3617618552
533	150.16539	-63.1086155671
534	50.262941	-63.0561730035
535	94.017071	-62.9162707153
536	133.74954	-62.6973007258
537	97.217525	-62.5520808254
538	75.551261	-62.4505725938
539	8.002728	-62.4843673126
540	19.034202	-62.4958108373
541	-21.317596	-62.5877528267
542	-16.556549	-62.6696717481
543	-16.55709	-62.7511251987
544	14.856131	-62.7692850286
545	39.896618	-62.7371400071
546	35.943577	-62.7128725279
547	20.460044	-62.7195139162
548	-41.232535	-62.8493652792
549	-68.193251	-63.0324873557
550	-90.234709	-63.2588174179
551	-47.712203	-63.3990248962
552	-76.347225	-63.5957660992
553	-58.078686	-63.7549711759
554	-2.0304734	-63.8012284809
555	-59.083514	-63.9612511443
556	-73.692555	-64.1496176037
557	-21.891133	-64.2333534235
558	-90.210518	-64.4531978009
559	-133.68735	-64.7587759373
560	-102.53854	-65.0003513747
561	-92.047715	-65.2195294826
562	-75.526713	-65.4043378206
563	6.6423198	-65.4236481794
564	115.74009	-65.2245524118
565	92.272923	-65.0734354168
566	40.92245	-65.0257679156
567	26.823822	-65.0064620349
568	-27.699999	-65.0962112152
569	-51.135543	-65.2322366141
570	-29.266135	-65.3236629598
571	-21.86724	-65.3996767166
572	-6.2647992	-65.4439559903
573	-35.122835	-65.5456044562
574	-87.92841	-65.7521800482
575	-59.437996	-65.9004545764
576	-100.95565	-66.1307763671
577	-100.43371	-66.358535964
578	-138.26014	-66.6604112538
579	-134.12034	-66.9519393046
580	-138.59708	-67.2503622295
581	-61.749474	-67.3929236863
582	-92.982305	-67.596862825
583	-94.64824	-67.8025801149
584	-108.28251	-68.0339711808
585	-73.046201	-68.1930686136
586	-50.027638	-68.3048406182
587	-102.13595	-68.519900515
588	-57.183993	-68.643289483
589	-42.84628	-68.7369572513
590	-82.149983	-68.9084225834
591	-133.86291	-69.1818502201
592	-148.5894	-69.4823782277
593	-121.74956	-69.7265846205
594	-134.94606	-69.9949857937
595	-64.272719	-70.1195798076
596	-56.168196	-70.2267935346
597	-3.9035687	-70.2284593779
598	-1.5530571	-70.2253881424
599	-24.59311	-70.2684053854
600	-59.39437	-70.380602762
601	-32.389017	-70.4377144553
602	-83.591819	-70.5966729027
603	-59.222278	-70.7053571608
604	-91.4862	-70.8775055137
605	-42.119472	-70.9492280218
606	-99.984976	-71.1359640079
607	-85.14349	-71.2911509454
608	-47.623573	-71.3697281422
609	-39.960944	-71.4321759923
610	-101.02667	-71.6161125594
611	-164.62276	-71.925343711
612	-177.07653	-72.2562418197
613	-151.01554	-72.5314762662
614	-180.32096	-72.8623182152
615	-114.90132	-73.0586393287
616	-70.614673	-73.1641711497
617	-82.947436	-73.2931727522
618	-139.26007	-73.5333249519
619	-161.83099	-73.8158303029
620	-130.84954	-74.0330378551
621	-136.46779	-74.2588850905
622	-140.84399	-74.4907492459
623	-174.81216	-74.7877040734
624	-242.78926	-75.2169061113
625	-288.03264	-75.7311132948
626	-220.85171	-76.1042116382
627	-172.28576	-76.3751761395
628	-180.38807	-76.6586633751
629	-175.89816	-76.9292615154
630	-135.92375	-77.1161290315
631	-94.043031	-77.2166099376
632	-55.059361	-77.2377268836
633	-29.910561	-77.2082945733
634	-5.8119791	-77.1311447293
635	44.464536	-76.954608124
636	-2.8730621	-76.8753296393
637	48.322443	-76.6948380801
638	75.471662	-76.4626493471
639	36.114904	-76.3124691764
640	66.713282	-76.1032147647
641	-17.320159	-76.0649386667
642	-12.349196	-76.0172783835
643	-82.605623	-76.11081424
644	-45.726442	-76.1293512825
645	-49.106135	-76.1544288026
646	-73.967407	-76.2289199187
647	-42.309676	-76.2391077232
648	59.465762	-76.0456388907
649	70.630841	-75.832520584
650	98.232308	-75.5671143228
651	137.08445	-75.2275767421
652	135.94613	-74.8947999332
653	101.13858	-74.6359471306
654	116.31739	-74.3500326103
655	102.56757	-74.0951960269
656	82.782669	-73.8830658928
657	38.757847	-73.7615585079
658	89.10765	-73.5408106759
659	80.739311	-73.3394179473
660	73.493166	-73.154872676
661	122.65296	-72.8741373724
662	92.049042	-72.6578006879
663	22.151283	-72.5836744821
664	-33.387423	-72.6214373945
665	-8.4747197	-72.6089449752
666	-29.924624	-72.6394798712
667	-15.575314	-72.640966155
668	-59.006439	-72.7292873867
669	13.743819	-72.6711133282
670	6.6685469	-72.627728857
671	-24.529873	-72.6472130475
672	-46.411894	-72.710233996
673	-44.988203	-72.7696950756
674	-51.003835	-72.8405126372
675	-18.935913	-72.8463898872
676	-37.85239	-72.890025508
677	27.426858	-72.8026022432
678	-32.283444	-72.8355760632
679	-71.477142	-72.9465577663
680	-141.30092	-73.1959252322
681	-123.4552	-73.4067449973
682	-186.46714	-73.7411399886
683	-188.10812	-74.0748709749
684	-168.73037	-74.3658301908
685	-165.6633	-74.6470908934
686	-220.7473	-75.0350182728
687	-257.75586	-75.4920380404
688	-257.10275	-75.9418100675
689	-363.71064	-76.5988060002
690	-315.59586	-77.1505480992
691	-257.11694	-77.5775201148
692	-155.30645	-77.7946853097
693	-98.380104	-77.8948234579
694	-41.731651	-77.8802142381
695	-17.578525	-77.8175625591
696	-4.230087	-77.7291940414
697	-17.819647	-77.6693624876
698	92.036526	-77.3907469641
699	55.049678	-77.1902408543
700	34.226239	-77.0343300994
701	84.059618	-76.7810301232
702	68.644447	-76.5621993722
703	97.071436	-76.289621263
704	96.731383	-76.021533914
705	99.090996	-75.7524188507
706	41.306917	-75.6025209838
707	29.481924	-75.4782870596
708	29.888683	-75.3548967115
709	36.256031	-75.220404666
710	-31.017923	-75.2222250704
711	-31.008763	-75.2240107446
712	-3.6673723	-75.1710974693
713	-43.298888	-75.198141237
714	0.83992204	-75.1365624537
715	-34.503102	-75.1464741621
716	-74.293326	-75.2358431959
717	-95.098056	-75.3656666055
718	-68.516834	-75.4406376792
719	-37.574859	-75.4527470439
720	-34.538613	-75.4586322474
721	-31.996899	-75.4593641825
722	-77.546733	-75.5511936712
723	-51.631314	-75.5899863172
724	-42.637397	-75.6102848329
725	-25.309689	-75.5956666355
726	-20.592839	-75.5718172269
727	61.607335	-75.3838918345
728	11.620379	-75.2984269077
729	-18.590724	-75.2745080613
730	49.866446	-75.11399083
731	19.94584	-75.0154022833
732	39.752726	-74.8784719289
733	-22.360548	-74.8675211267
734	-72.649189	-74.9572854322
735	-71.625167	-75.0438527177
736	-107.0192	-75.2000952254
737	-129.70229	-75.3996832175
738	-132.68725	-75.6026354803
739	-106.48326	-75.7505022769
740	-105.52477	-75.8944853343
741	-80.69802	-75.9868859701
742	-53.774087	-76.0241967566
743	38.548025	-75.8763658521
744	-1.1627797	-75.8099674726
745	-22.064668	-75.7862740444
746	-12.515771	-75.7438073587
747	-43.285333	-75.7634548695
748	32.333863	-75.631605962
749	-1.1095206	-75.5684096522
750	30.729977	-75.4423771381
751	44.663194	-75.2901458886
752	47.356015	-75.13452565
753	71.77797	-74.9320830655
754	65.405239	-74.7449875134
755	117.41462	-74.4562480923
756	99.370584	-74.2072121294
757	53.334114	-74.0533137113
758	77.701037	-73.8525453657
759	87.140213	-73.6353065976
760	89.837676	-73.4152440281
761	110.67046	-73.1560828732
762	32.238807	-73.0567636706
763	30.811238	-72.9614109461
764	41.371304	-72.8459961756
765	-18.24684	-72.8510941755
766	85.015629	-72.6495807316
767	92.756969	-72.4348104998
768	30.374915	-72.3471436149
769	-14.405783	-72.3499625946
770	48.85495	-72.2261952855
771	25.021559	-72.1514037302
772	17.195993	-72.0930342502
773	45.46652	-71.9787142003
774	-4.666174	-71.9658425708
775	-51.382101	-72.046502268
776	7.6978757	-72.0081064933
777	73.823293	-71.8378332042
778	100.44894	-71.6160742672
779	63.580843	-71.4703283362
780	82.160255	-71.2888850594
781	62.541466	-71.1484854365
782	46.156228	-71.042226078
783	49.427574	-70.9304393171
784	91.217178	-70.7361339444
785	29.797109	-70.666522948
786	33.416531	-70.5902990831
787	6.1399694	-70.5693138701
788	-46.248407	-70.653257726
789	-59.656951	-70.7631624127
790	-72.945289	-70.8985313654
791	-56.270476	-70.9991810064
792	-52.679095	-71.0916109341
793	-61.308295	-71.2003383583
794	-146.00673	-71.4773331649
795	-125.79113	-71.7110451158
796	-77.919475	-71.8465611766
797	-119.64269	-72.064071007
798	-61.318461	-72.1625943706
799	39.822664	-72.057750633
800	-85.273522	-72.2041958543
801	-94.106774	-72.3667073289
802	-83.92229	-72.5070605479
803	-89.636861	-72.6572804032
804	-127.10592	-72.8807534616
805	-132.46908	-73.1124285034
806	-154.8123	-73.3861377005
807	-97.886881	-73.5428177711
808	-136.53394	-73.7749444313
809	-169.96204	-74.0711646608
810	-127.80649	-74.2794964047
811	-111.02979	-74.4517212108
812	-103.41847	-74.6065898707
813	-117.89431	-74.7884747565
814	-122.65196	-74.9775810527
815	-132.88041	-75.1847353994
816	-112.95563	-75.3493729724
817	-129.70302	-75.5453663231
818	-83.880035	-75.6471416055
819	-20.749579	-75.6213156104
820	-6.3470065	-75.5670401964
821	-30.915381	-75.562633675
822	-8.0197806	-75.5125049567
823	-75.712841	-75.5984361573
824	-25.36033	-75.5825332415
825	-78.840598	-75.6738121581
826	-72.919752	-75.7520448552
827	-86.97311	-75.8573492144
828	-84.964946	-75.9572339109
829	-24.916089	-75.9356837666
830	-58.73166	-75.9820694422
831	-62.99903	-76.0363739507
832	-76.054059	-76.1160635781
833	-37.361547	-76.1172948522
834	-38.53366	-76.1208671402
835	-5.6488018	-76.0586342205
836	62.229244	-75.8615072387
837	8.4180299	-75.7746851318
838	46.664246	-75.6125471798
839	4.6043961	-75.5367018558
840	34.265973	-75.4025454859
841	-1.6123303	-75.3419197999
842	8.2599582	-75.2623479214
843	75.932099	-75.0484736369
844	89.604624	-74.8100264779
845	0.99867254	-74.7518395233
846	108.71515	-74.4789532597
847	112.12595	-74.2026675989
848	133.34746	-73.8873448653
849	133.19855	-73.5761365548
850	103.3633	-73.328290152
851	74.422307	-73.1412080652
852	-5.9728555	-73.1170547369
853	-56.900608	-73.1950104049
854	-40.584166	-73.2394140448
855	-67.535849	-73.3371863308
856	-54.971214	-73.4086746765
857	-59.804145	-73.488975463
858	-94.641963	-73.6379922515
859	-84.111067	-73.7641719243
860	-119.57011	-73.9597525398
861	-127.14455	-74.1681182633
862	-119.35649	-74.3583619534
863	-65.846245	-74.4392340292
864	-100.69475	-74.5887913972
865	-88.048688	-74.711181446
866	-98.359536	-74.8526465919
867	-111.78768	-75.019168988
868	-74.012808	-75.1080075302
869	-42.198043	-75.1320698109
870	-24.775478	-75.1209749607
871	-36.945928	-75.1343637589
872	3.4877122	-75.0667110553
873	-3.9396013	-75.0147857069
874	-47.424761	-75.0504970793
875	-18.567674	-75.0280321506
876	-33.041453	-75.0348015059
877	-5.8651555	-74.9871283856
878	-38.888839	-75.0061123619
879	-36.603888	-75.0202791776
880	-61.46389	-75.0839805093
881	-6.4165132	-75.0367632398
882	24.177114	-74.9289643657
883	-10.004252	-74.8909077081
884	-1.9753808	-74.8372746796
885	-52.00194	-74.8843727832
886	-21.902349	-74.8706656317
887	-47.392459	-74.9081078535
888	-4.2149979	-74.8587114895
889	-64.183436	-74.9298765336
890	-43.820376	-74.9594008893
891	-17.900095	-74.9367012385
892	6.5941708	-74.8652984137
893	40.500584	-74.7269888491
894	27.890592	-74.6156481
895	26.274482	-74.5089342366
896	56.761065	-74.3425736798
897	40.871074	-74.2100483905
898	-27.104114	-74.2150920429
899	7.5225236	-74.1508062134
900	76.488607	-73.9493608628
901	83.219712	-73.7368845719
902	83.072493	-73.5272333447
903	-24.012946	-73.5342148398
904	-0.012644434	-73.4930915166
905	44.557327	-73.3632895098
906	6.6180795	-73.3108606796
907	59.430273	-73.1533929718
908	55.270131	-73.0060389877
909	-8.9981337	-72.9888800408
910	1.8859301	-72.9501206049
911	25.920723	-72.8637039894
912	9.5868572	-72.8109041605
913	52.558602	-72.6727263496
914	75.335103	-72.4905116754
915	26.021978	-72.4089089977
916	38.474617	-72.3032636809
917	32.433825	-72.2108183039
918	11.047652	-72.1621120356
919	-12.791276	-72.1615734722
920	-12.719551	-72.1608619693
921	-22.414211	-72.1795123938
922	24.768808	-72.1035612314
923	42.02014	-71.993888917
924	68.409489	-71.8325735404
925	28.19915	-71.7533486435
926	11.875963	-71.7075632769
927	79.165003	-71.527639604
928	87.135905	-71.3335991671
929	67.042407	-71.1816885551
930	33.99016	-71.0973734889
931	31.344516	-71.0191498059
932	25.023639	-70.9543017342
933	60.521332	-70.8190551472
934	107.51255	-70.5911091929
935	143.76323	-70.2928237106
936	183.06158	-69.9187248713
937	179.46616	-69.555224592
938	104.09988	-69.3456642892
939	60.001304	-69.2260790169
940	47.522135	-69.1324249602
941	65.958717	-69.002638304
942	99.966992	-68.8058740345
943	122.69535	-68.5652357388
944	119.2355	-68.3334264948
945	125.79231	-68.0902981863
946	125.81672	-67.8489620852
947	48.047117	-67.7649470788
948	38.878761	-67.6998306552
949	89.520492	-67.5338459816
950	86.598854	-67.3748625685
951	63.653311	-67.2628561327
952	8.2433801	-67.2624003123
953	-14.409432	-67.3071771583
954	5.7310866	-67.3112762305
955	-14.081416	-67.354896628
956	73.514249	-67.2229377688
957	76.80945	-67.0852635401
958	89.156585	-66.9237966812
959	55.118072	-66.8314583385
960	66.534494	-66.7168471708
961	120.89058	-66.4942279932
962	140.31798	-66.2341645117
963	137.33457	-65.9816804595
964	193.40919	-65.6185608192
965	185.90236	-65.2725825155
966	247.20728	-64.8059243546
967	237.51003	-64.3611512025
968	263.95198	-63.8657104502
969	212.28678	-63.4759042425
970	212.13935	-63.0880538046
971	247.63062	-62.6307587618
972	180.8313	-62.3087491616
973	211.34586	-61.9267700756
974	192.37927	-61.5839007905
975	45.56148	-61.5356171332
976	25.490681	-61.5274982795
977	26.158794	-61.5179477226
978	0.74540893	-61.5591338561
979	-42.26904	-61.6861102244
980	26.426181	-61.6751979565
981	32.338341	-61.6523823054
982	-45.699479	-61.7856005039
983	-108.61817	-62.0441345258
984	-112.37274	-62.3092348523
985	-119.85189	-62.5882826379
986	-126.34568	-62.879207875
987	-216.22323	-63.3486784917
988	-235.9724	-63.8556268026
989	-210.80688	-64.309893981
990	-93.256954	-64.526793145
991	-73.371324	-64.7027504072
992	-93.511344	-64.9180025671
993	-136.19668	-65.2174072707
994	-184.04052	-65.6107773234
995	-144.43464	-65.9225961905
996	-90.182387	-66.1239686558
997	-123.73909	-66.3911481936
998	-177.37773	-66.7638444142
999	-193.2482	-67.1657595539
1000	-149.64245	-67.4776371702
1001	-151.75857	-67.7914691815
1002	-198.40696	-68.1962379272
1003	-227.87692	-68.6568078699
1004	-234.85815	-69.1276307228
1005	-244.14991	-69.6130898934
1006	-199.21676	-70.004448389
1007	-124.90156	-70.2436411121
1008	-120.88625	-70.4725908846
1009	-98.172292	-70.6539586745
1010	-180.45797	-70.9981678507
1011	-127.32458	-71.2327554004
1012	-110.39193	-71.4311484804
1013	-99.599316	-71.6059597336
1014	-130.59863	-71.8409904988
1015	-133.96032	-72.0803126775
1016	-111.84739	-72.2728930786
1017	-106.57874	-72.4528881492
1018	50.117552	-72.3175554685
1019	-25.560035	-72.3350853526
1020	38.314715	-72.2247026424
1021	-1.2587808	-72.1946914132
1022	35.890416	-72.0907316889
1023	77.21498	-71.9052650965
1024	41.223622	-71.7937779629
1025	43.942455	-71.6780485119
1026	-16.120599	-71.6836740513
1027	-54.717421	-71.7664533927
1028	-43.022667	-71.8249979142
1029	-67.74385	-71.9323901573
1030	21.192377	-71.8607969398
1031	-31.090598	-71.8945467786
1032	-80.81564	-72.0274106181
1033	-131.87359	-72.2610008733
1034	-104.18821	-72.4367321386
1035	-141.43017	-72.685056795
1036	-108.00282	-72.8638084825
1037	-171.32164	-73.1672228887
1038	-192.53102	-73.5096320979
1039	-157.18034	-73.7773940441
1040	-219.94452	-74.1675495204
1041	-137.84883	-74.3888374368
1042	-71.54516	-74.4748372738
1043	-76.891437	-74.5705068768
1044	39.878955	-74.4314868894
1045	47.719908	-74.278566068
